id,disasterType,startDate,cleansdate,endDate,cleanedate,lat,lon,Evacuated,Homeless,Injuries,Deaths,Insured Cost,Home(s) damaged,Home(s) destroyed,Building(s) damaged,Building(s) destroyed,Motor Vehicle(s) damaged,Motor Vehicle(s) destroyed,Business(es) damaged,Business(es) destroyed,Crop(s) destroyed,Livestock destroyed,Government assistance,regions
574,Shipwreck ,29/08/1863 00:00:00,29/08/1863,29/08/1863 00:00:00,29/08/1863,-40.74777603,148.1336365,,,,29,,,,,,,,,,,,,Tasmania
575,Shipwreck ,11/07/1884 00:00:00,11/07/1884,11/07/1884 00:00:00,11/07/1884,-43.35014725,145.893631,,,,3,,,,,,,,,,,,,Tasmania
576,Shipwreck ,04/12/1861 00:00:00,04/12/1861,04/12/1861 00:00:00,04/12/1861,-43.22169113,148.0153656,,,,4,,,,,,,,,,,,,Tasmania
577,Shipwreck ,28/08/1863 00:00:00,28/08/1863,28/08/1863 00:00:00,28/08/1863,-41.15726089,146.5471954,,,,5,,,,,,,,,,,,,Tasmania
578,Shipwreck ,6/20/1904 0:00,6/20/1904,6/20/1904 0:00,6/20/1904,-43.66054535,146.2908478,,,,9,,,,,,,,,,,,,Tasmania
579,Shipwreck ,11/05/1904,11/05/1904,11/05/1904,11/05/1904,-43.897892,145.6567383,,,,17,,,,,,,,,,,,,Tasmania
580,Shipwreck ,15/11/1898 00:00:00,15/11/1898,15/11/1898 00:00:00,15/11/1898,-43.25670624,147.5697327,,,,3,,,,,,,,,,,,,Tasmania
581,Shipwreck ,05/06/1908,05/06/1908,05/06/1908,5/06/1908,-40.1872673,147.0959473,,,,27,,,,,,,,,,,,,Tasmania
582,Shipwreck ,8/13/1907 0:00,8/13/1907,8/13/1907 0:00,8/13/1907,-42.20817566,145.211792,,,,6,,,,,,,,,,,,,Tasmania
583,Shipwreck ,09/12/1920,09/12/1920,09/12/1920,9/12/1920,-39.70718765,144.2285156,,,,12,,,,,,,,,,,,,Tasmania
584,Shipwreck ,10/10/1907,10/10/1907,10/10/1907,10/10/1907,-43.36412811,145.8242798,,,,11,,,,,,,,,,,,,Tasmania
585,Shipwreck ,01/04/1990,01/04/1990,01/04/1990,1/04/1990,-40.72228241,148.012619,,,,6,,,,,,,,,,,,,Tasmania
586,Urban Fire ,11/18/2011 0:00,11/18/2011,11/18/2011 0:00,11/18/2011,-33.87269592,151.2069855,,,32,10,,,,1,,,,,,,,,New South Wales
587,Bushfire ,11/23/2011 0:00,11/23/2011,12/06/2011,12/06/2011,-34.31492233,115.159256,,,,,53000000,,32,,13,,,,,,,,Western Australia
588,Extreme Weather,11/27/2011 0:00,11/27/2011,12/04/2011,12/04/2011,-29.46429825,149.8447876,,,,1,,,,,,,,,,,,,New South Wales
589,Shipwreck ,08/10/1834 00:00:00,08/10/1834,08/10/1834 00:00:00,08/10/1834,-31.42851639,152.9370728,,,,15,,,,,,,,,,,,,New South Wales
590,Shipwreck ,6/27/1950 0:00,6/27/1950,6/27/1950 0:00,6/27/1950,-30.93241501,153.0920715,,,,17,,,,,,,,,,,,,New South Wales
591,Bushfire ,08/01/2011,08/01/2011,10/31/2011 0:00,10/31/2011,-25.48295021,151.2158203,,,,,,,,,,,,,,,,,Queensland
592,Bushfire ,2/20/1980 0:00,2/20/1980,2/20/1980 0:00,2/20/1980,-35.00764465,138.7087402,,,,,13000000,,51,,1,,,,,,,,South Australia
593,Shipwreck ,12/15/2010 0:00,12/15/2010,12/15/2010 0:00,12/15/2010,-10.42231274,105.6690369,,,2,50,,,,,,,,,,,,,Outside Australia
594,Extreme Weather,12/25/2011 0:00,12/25/2011,12/26/2011 0:00,12/26/2011,-37.71207047,145.1486206,,,,,728640000,,,,,,,,,,,,Victoria
595,Other ,12/25/2011 0:00,12/25/2011,12/27/2011 0:00,12/27/2011,-11.31848145,132.2575378,,,2,,,,,,,,,,,,,,Northern Territory
596,Shipwreck ,1/20/1942 0:00,1/20/1942,1/20/1942 0:00,1/20/1942,-12.24339199,130.0341797,,,,75,,,,,,,,,,,,,Northern Territory
597,Shipwreck ,08/06/1943,08/06/1943,08/06/1943,8/06/1943,-8.276726723,136.1425781,,,5,3,,,,,,,,,,,,,Northern Territory
598,Shipwreck ,12/24/1974 0:00,12/24/1974,12/24/1974 0:00,12/24/1974,-12.1843338,130.2319336,,,,3,,,,,,,,,,,,,Northern Territory
599,Shipwreck ,12/24/1974 0:00,12/24/1974,12/24/1974 0:00,12/24/1974,-12.47588444,130.8510742,,,,5,,,,,,,,,,,,,Northern Territory
600,Shipwreck ,25/11/1839 00:00:00,25/11/1839,25/11/1839 00:00:00,25/11/1839,-12.38108444,130.8186646,,,,12,,,,,,,,,,,,,Northern Territory
601,Shipwreck ,12/01/1948,12/01/1948,12/01/1948,12/01/1948,-12.46406746,130.8306885,,,,12,,,,,,,,,,,,,Northern Territory
602,Environmental,12/30/2011 0:00,12/30/2011,01/04/2012,1/04/2012,-34.12544632,140.9765625,,,45,,,,,,,,,,,,,,South Australia
603,Other ,02/06/1938,02/06/1938,02/06/1938,2/06/1938,-33.89019012,151.274231,,,95,5,,,,,,,,,,,,,New South Wales
604,Shipwreck ,11/03/1927,11/03/1927,11/03/1927,11/03/1927,-33.85609055,151.2471466,,,,40,,,,,,,,,,,,,New South Wales
605,Shipwreck ,3/26/1935 0:00,3/26/1935,3/26/1935 0:00,3/26/1935,-16.85974884,122.1707153,,,,141,,,,,,,,,,,,,Western Australia
606,Transport ,1/29/2001 0:00,1/29/2001,1/29/2001 0:00,1/29/2001,-34.472175,138.99662,,,26,1,,,,,,,,,,,,,South Australia
607,Transport ,10/24/2002 0:00,10/24/2002,10/24/2002 0:00,10/24/2002,-34.76373672,138.6423645,,,26,4,,,,,,,,,,,,,South Australia
608,Extreme Weather,1/22/1991 0:00,1/22/1991,1/22/1991 0:00,1/22/1991,-34.9287262,138.5999451,,,,,30000000,,,,,,,,,,,,South Australia
609,Extreme Weather,06/08/1956,06/08/1956,12/01/1956,12/01/1956,-34.91437912,139.3115845,,,,,,,,,,,,,,,,,South Australia
610,Environmental,12/31/1959 0:00,12/31/1959,01/03/1960,1/03/1960,-27.51801491,135.43396,,,18,13,,,,,,,,,,,,,South Australia
612,Extreme Weather,1/24/2012 0:00,1/24/2012,3/13/2012 0:00,3/13/2012,-30.29301643,153.1159363,,,,3,108212000,,,,,,,,,,,47247000,New South Wales
613,Extreme Weather,1/24/2012 0:00,1/24/2012,3/13/2012 0:00,3/13/2012,-23.51173782,148.1609344,,,,2,124688000,,,,,,,,,,,11749000,Queensland
614,Shipwreck ,4/15/1991 0:00,4/15/1991,4/15/1991 0:00,4/15/1991,-31.653381,74.882813,,,,27,,,,,,,,,,,,,Western Australia
615,Extreme Weather,2/26/2012 0:00,2/26/2012,3/15/2012 0:00,3/15/2012,-36.12789154,141.9927979,,,,,108212000,,,,,,,,,,,7773000,Victoria
616,Extreme Weather,5/21/1988 0:00,5/21/1988,5/22/1988 0:00,5/22/1988,-24.88456726,113.6291885,,,,,20000000,,,,,,,,,,,,Western Australia
617,Environmental,12/01/1907,12/01/1907,2/28/1908 0:00,2/28/1908,-27.47077179,153.0236359,,,,246,,,,,,,,,,,,,Northern Territory
617,Environmental,12/01/1907,12/01/1907,2/28/1908 0:00,2/28/1908,-27.47077179,153.0236359,,,,246,,,,,,,,,,,,,Queensland
617,Environmental,12/01/1907,12/01/1907,2/28/1908 0:00,2/28/1908,-27.47077179,153.0236359,,,,246,,,,,,,,,,,,,New South Wales
617,Environmental,12/01/1907,12/01/1907,2/28/1908 0:00,2/28/1908,-27.47077179,153.0236359,,,,246,,,,,,,,,,,,,Australian Capital Territory
617,Environmental,12/01/1907,12/01/1907,2/28/1908 0:00,2/28/1908,-27.47077179,153.0236359,,,,246,,,,,,,,,,,,,South Australia
617,Environmental,12/01/1907,12/01/1907,2/28/1908 0:00,2/28/1908,-27.47077179,153.0236359,,,,246,,,,,,,,,,,,,Western Australia
617,Environmental,12/01/1907,12/01/1907,2/28/1908 0:00,2/28/1908,-27.47077179,153.0236359,,,,246,,,,,,,,,,,,,Tasmania
617,Environmental,12/01/1907,12/01/1907,2/28/1908 0:00,2/28/1908,-27.47077179,153.0236359,,,,246,,,,,,,,,,,,,Victoria
618,Environmental,01/12/1895 00:00:00,01/12/1895,28/02/1896 00:00:00,28/02/1896,-32.2499733,147.3815918,,,,431,,,,,,,,,,,,,Queensland
618,Environmental,01/12/1895 00:00:00,01/12/1895,28/02/1896 00:00:00,28/02/1896,-32.2499733,147.3815918,,,,431,,,,,,,,,,,,,New South Wales
618,Environmental,01/12/1895 00:00:00,01/12/1895,28/02/1896 00:00:00,28/02/1896,-32.2499733,147.3815918,,,,431,,,,,,,,,,,,,Australian Capital Territory
618,Environmental,01/12/1895 00:00:00,01/12/1895,28/02/1896 00:00:00,28/02/1896,-32.2499733,147.3815918,,,,431,,,,,,,,,,,,,South Australia
618,Environmental,01/12/1895 00:00:00,01/12/1895,28/02/1896 00:00:00,28/02/1896,-32.2499733,147.3815918,,,,431,,,,,,,,,,,,,Western Australia
618,Environmental,01/12/1895 00:00:00,01/12/1895,28/02/1896 00:00:00,28/02/1896,-32.2499733,147.3815918,,,,431,,,,,,,,,,,,,Northern Territory
618,Environmental,01/12/1895 00:00:00,01/12/1895,28/02/1896 00:00:00,28/02/1896,-32.2499733,147.3815918,,,,431,,,,,,,,,,,,,Tasmania
618,Environmental,01/12/1895 00:00:00,01/12/1895,28/02/1896 00:00:00,28/02/1896,-32.2499733,147.3815918,,,,431,,,,,,,,,,,,,Victoria
619,Environmental,12/01/1913,12/01/1913,2/28/1914 0:00,2/28/1914,-30.47708321,136.9116211,,,,122,,,,,,,,,,,,,Queensland
619,Environmental,12/01/1913,12/01/1913,2/28/1914 0:00,2/28/1914,-30.47708321,136.9116211,,,,122,,,,,,,,,,,,,New South Wales
619,Environmental,12/01/1913,12/01/1913,2/28/1914 0:00,2/28/1914,-30.47708321,136.9116211,,,,122,,,,,,,,,,,,,Australian Capital Territory
619,Environmental,12/01/1913,12/01/1913,2/28/1914 0:00,2/28/1914,-30.47708321,136.9116211,,,,122,,,,,,,,,,,,,South Australia
619,Environmental,12/01/1913,12/01/1913,2/28/1914 0:00,2/28/1914,-30.47708321,136.9116211,,,,122,,,,,,,,,,,,,Western Australia
619,Environmental,12/01/1913,12/01/1913,2/28/1914 0:00,2/28/1914,-30.47708321,136.9116211,,,,122,,,,,,,,,,,,,Northern Territory
619,Environmental,12/01/1913,12/01/1913,2/28/1914 0:00,2/28/1914,-30.47708321,136.9116211,,,,122,,,,,,,,,,,,,Tasmania
619,Environmental,12/01/1913,12/01/1913,2/28/1914 0:00,2/28/1914,-30.47708321,136.9116211,,,,122,,,,,,,,,,,,,Victoria
620,Environmental,12/01/1920,12/01/1920,2/28/1921 0:00,2/28/1921,-34.63772964,143.5528564,,,,147,,,,,,,,,,,,,Queensland
620,Environmental,12/01/1920,12/01/1920,2/28/1921 0:00,2/28/1921,-34.63772964,143.5528564,,,,147,,,,,,,,,,,,,New South Wales
620,Environmental,12/01/1920,12/01/1920,2/28/1921 0:00,2/28/1921,-34.63772964,143.5528564,,,,147,,,,,,,,,,,,,Australian Capital Territory
620,Environmental,12/01/1920,12/01/1920,2/28/1921 0:00,2/28/1921,-34.63772964,143.5528564,,,,147,,,,,,,,,,,,,South Australia
620,Environmental,12/01/1920,12/01/1920,2/28/1921 0:00,2/28/1921,-34.63772964,143.5528564,,,,147,,,,,,,,,,,,,Western Australia
620,Environmental,12/01/1920,12/01/1920,2/28/1921 0:00,2/28/1921,-34.63772964,143.5528564,,,,147,,,,,,,,,,,,,Northern Territory
620,Environmental,12/01/1920,12/01/1920,2/28/1921 0:00,2/28/1921,-34.63772964,143.5528564,,,,147,,,,,,,,,,,,,Tasmania
620,Environmental,12/01/1920,12/01/1920,2/28/1921 0:00,2/28/1921,-34.63772964,143.5528564,,,,147,,,,,,,,,,,,,Victoria
621,Environmental,12/01/1938,12/01/1938,2/28/1939 0:00,2/28/1939,-37.80978394,144.9536133,,,,438,,,,,,,,,,,,,Queensland
621,Environmental,12/01/1938,12/01/1938,2/28/1939 0:00,2/28/1939,-37.80978394,144.9536133,,,,438,,,,,,,,,,,,,New South Wales
621,Environmental,12/01/1938,12/01/1938,2/28/1939 0:00,2/28/1939,-37.80978394,144.9536133,,,,438,,,,,,,,,,,,,Australian Capital Territory
621,Environmental,12/01/1938,12/01/1938,2/28/1939 0:00,2/28/1939,-37.80978394,144.9536133,,,,438,,,,,,,,,,,,,South Australia
621,Environmental,12/01/1938,12/01/1938,2/28/1939 0:00,2/28/1939,-37.80978394,144.9536133,,,,438,,,,,,,,,,,,,Western Australia
621,Environmental,12/01/1938,12/01/1938,2/28/1939 0:00,2/28/1939,-37.80978394,144.9536133,,,,438,,,,,,,,,,,,,Northern Territory
621,Environmental,12/01/1938,12/01/1938,2/28/1939 0:00,2/28/1939,-37.80978394,144.9536133,,,,438,,,,,,,,,,,,,Tasmania
621,Environmental,12/01/1938,12/01/1938,2/28/1939 0:00,2/28/1939,-37.80978394,144.9536133,,,,438,,,,,,,,,,,,,Victoria
622,Environmental,12/01/1939,12/01/1939,2/28/1940 0:00,2/28/1940,-23.55391693,148.1561279,,,,112,,,,,,,,,,,,,Queensland
622,Environmental,12/01/1939,12/01/1939,2/28/1940 0:00,2/28/1940,-23.55391693,148.1561279,,,,112,,,,,,,,,,,,,New South Wales
622,Environmental,12/01/1939,12/01/1939,2/28/1940 0:00,2/28/1940,-23.55391693,148.1561279,,,,112,,,,,,,,,,,,,Australian Capital Territory
622,Environmental,12/01/1939,12/01/1939,2/28/1940 0:00,2/28/1940,-23.55391693,148.1561279,,,,112,,,,,,,,,,,,,South Australia
622,Environmental,12/01/1939,12/01/1939,2/28/1940 0:00,2/28/1940,-23.55391693,148.1561279,,,,112,,,,,,,,,,,,,Western Australia
622,Environmental,12/01/1939,12/01/1939,2/28/1940 0:00,2/28/1940,-23.55391693,148.1561279,,,,112,,,,,,,,,,,,,Northern Territory
622,Environmental,12/01/1939,12/01/1939,2/28/1940 0:00,2/28/1940,-23.55391693,148.1561279,,,,112,,,,,,,,,,,,,Tasmania
622,Environmental,12/01/1939,12/01/1939,2/28/1940 0:00,2/28/1940,-23.55391693,148.1561279,,,,112,,,,,,,,,,,,,Victoria
623,Environmental,12/01/1959,12/01/1959,2/28/1960 0:00,2/28/1960,-27.47103882,153.0231934,,,,98,,,,,,,,,,,,,Queensland
623,Environmental,12/01/1959,12/01/1959,2/28/1960 0:00,2/28/1960,-27.47103882,153.0231934,,,,98,,,,,,,,,,,,,New South Wales
623,Environmental,12/01/1959,12/01/1959,2/28/1960 0:00,2/28/1960,-27.47103882,153.0231934,,,,98,,,,,,,,,,,,,Australian Capital Territory
623,Environmental,12/01/1959,12/01/1959,2/28/1960 0:00,2/28/1960,-27.47103882,153.0231934,,,,98,,,,,,,,,,,,,South Australia
623,Environmental,12/01/1959,12/01/1959,2/28/1960 0:00,2/28/1960,-27.47103882,153.0231934,,,,98,,,,,,,,,,,,,Western Australia
623,Environmental,12/01/1959,12/01/1959,2/28/1960 0:00,2/28/1960,-27.47103882,153.0231934,,,,98,,,,,,,,,,,,,Northern Territory
623,Environmental,12/01/1959,12/01/1959,2/28/1960 0:00,2/28/1960,-27.47103882,153.0231934,,,,98,,,,,,,,,,,,,Tasmania
623,Environmental,12/01/1959,12/01/1959,2/28/1960 0:00,2/28/1960,-27.47103882,153.0231934,,,,98,,,,,,,,,,,,,Victoria
624,Environmental,12/01/1972,12/01/1972,2/28/1973 0:00,2/28/1973,-34.20612335,142.1361389,,,,99,,,,,,,,,,,,,Queensland
624,Environmental,12/01/1972,12/01/1972,2/28/1973 0:00,2/28/1973,-34.20612335,142.1361389,,,,99,,,,,,,,,,,,,New South Wales
624,Environmental,12/01/1972,12/01/1972,2/28/1973 0:00,2/28/1973,-34.20612335,142.1361389,,,,99,,,,,,,,,,,,,Australian Capital Territory
624,Environmental,12/01/1972,12/01/1972,2/28/1973 0:00,2/28/1973,-34.20612335,142.1361389,,,,99,,,,,,,,,,,,,South Australia
624,Environmental,12/01/1972,12/01/1972,2/28/1973 0:00,2/28/1973,-34.20612335,142.1361389,,,,99,,,,,,,,,,,,,Western Australia
624,Environmental,12/01/1972,12/01/1972,2/28/1973 0:00,2/28/1973,-34.20612335,142.1361389,,,,99,,,,,,,,,,,,,Northern Territory
624,Environmental,12/01/1972,12/01/1972,2/28/1973 0:00,2/28/1973,-34.20612335,142.1361389,,,,99,,,,,,,,,,,,,Tasmania
624,Environmental,12/01/1972,12/01/1972,2/28/1973 0:00,2/28/1973,-34.20612335,142.1361389,,,,99,,,,,,,,,,,,,Victoria
625,Environmental,12/01/1926,12/01/1926,2/28/1927 0:00,2/28/1927,-33.87330246,151.2070618,,,,130,,,,,,,,,,,,,Queensland
625,Environmental,12/01/1926,12/01/1926,2/28/1927 0:00,2/28/1927,-33.87330246,151.2070618,,,,130,,,,,,,,,,,,,New South Wales
625,Environmental,12/01/1926,12/01/1926,2/28/1927 0:00,2/28/1927,-33.87330246,151.2070618,,,,130,,,,,,,,,,,,,Australian Capital Territory
625,Environmental,12/01/1926,12/01/1926,2/28/1927 0:00,2/28/1927,-33.87330246,151.2070618,,,,130,,,,,,,,,,,,,South Australia
625,Environmental,12/01/1926,12/01/1926,2/28/1927 0:00,2/28/1927,-33.87330246,151.2070618,,,,130,,,,,,,,,,,,,Western Australia
625,Environmental,12/01/1926,12/01/1926,2/28/1927 0:00,2/28/1927,-33.87330246,151.2070618,,,,130,,,,,,,,,,,,,Northern Territory
625,Environmental,12/01/1926,12/01/1926,2/28/1927 0:00,2/28/1927,-33.87330246,151.2070618,,,,130,,,,,,,,,,,,,Tasmania
625,Environmental,12/01/1926,12/01/1926,2/28/1927 0:00,2/28/1927,-33.87330246,151.2070618,,,,130,,,,,,,,,,,,,Victoria
626,Transport ,6/30/1948 0:00,6/30/1948,6/30/1948 0:00,6/30/1948,-34.54486465,148.3677063,,,18,4,,,,,,,,,,,,,New South Wales
627,Bushfire ,1/18/2003 0:00,1/18/2003,1/19/2003 0:00,1/19/2003,-35.34656525,149.035675,,,435,4,350000000,,488,,,,,,,,,,Australian Capital Territory
628,Transport ,08/11/2009,08/11/2009,08/11/2009,8/11/2009,-9.112944603,147.991333,,,,13,,,,,,,,,,,,,Outside Australia
629,Other ,2/22/2011 0:00,2/22/2011,2/22/2011 0:00,2/22/2011,-43.52465439,172.6384735,,,6659,185,370000000,100000,3500,,,,,,,,,,Outside Australia
2029,Extreme Weather,06/04/2012,06/04/2012,6/22/2012 15:48,6/22/2012,-38.20797348,146.7443848,,,,,,,,,,,,,,,,,Victoria
2118,Extreme Weather,06/07/2012,06/07/2012,6/13/2012 15:13,6/13/2012,-31.95048714,115.8570099,,,,1,,,,,,,,,,,,,Western Australia
2182,Shipwreck ,6/27/2012 15:02,6/27/2012,6/27/2012 15:02,6/27/2012,-10.32133675,105.610199,,,,4,,,,,,,,,,,,,Outside Australia
2184,Shipwreck ,4/16/2009 0:00,4/16/2009,4/16/2009 0:00,4/16/2009,-11.6952734,125.9033203,,,24,5,,,,,,,,,,,,,Outside Australia
2185,Shipwreck ,10/19/2001 15:50,10/19/2001,10/19/2001 15:50,10/19/2001,-9.514079094,106.105957,,,45,353,,,,,,,,,,,,,Outside Australia
2186,Shipwreck ,6/21/2012 16:14,6/21/2012,6/21/2012 16:14,6/21/2012,-9.102096558,106.3037109,0,,110,100,,,,,,,,,,,,,Outside Australia
2799,Other ,9/27/1996 14:50,9/27/1996,9/27/1996 14:50,9/27/1996,-33.85794449,114.9841995,,,3,9,,,,,,,,,,,,,Western Australia
2954,Transport ,09/01/1973,09/01/1973,09/01/1973,9/01/1973,-35.96446228,148.4091644,,,21,18,,,,,,,1,,,,,,New South Wales
3098,Transport ,09/08/2003,09/08/2003,09/08/2003,9/08/2003,58.36400604,-4.236773968,,,24,,,,,,,,,,,,,,Outside Australia
3100,Extreme Weather,14/02/1863 14:43:12,14/02/1863,23/02/1863 14:43:12,23/02/1863,-31.08042908,152.8459167,,,,10,,,,,,,,,,,,,Queensland
3100,Extreme Weather,14/02/1863 14:43:12,14/02/1863,23/02/1863 14:43:12,23/02/1863,-31.08042908,152.8459167,,,,10,,,,,,,,,,,,,New South Wales
3121,Shipwreck ,04/11/1925,04/11/1925,04/11/1925,4/11/1925,-38.10970688,140.7087708,,,,5,,,,,,,,,,,,,South Australia
3126,Industrial ,6/21/2006 14:11,6/21/2006,6/21/2006 14:11,6/21/2006,-41.34382629,145.2392578,,,,,,,,,,,,,,,,,Tasmania
3133,Shipwreck ,05/05/1898 15:37:48,05/05/1898,05/05/1898 15:37:48,05/05/1898,-33.48185349,151.4530487,,,,21,,,,,,,,,,,,,New South Wales
3159,Bushfire ,06/08/2000,06/08/2000,06/08/2000,6/08/2000,-33.65177917,151.1330872,,,3,4,,,,,,,,,,,,,New South Wales
3301,Extreme Weather,03/10/2011,03/10/2011,3/14/2011 9:24,3/14/2011,-17.01690102,128.2159424,,,,,,,76,,,,,,,,,,Western Australia
3315,Environmental,01/01/1996,01/01/1996,04/01/2012,4/01/2012,-28.61345863,148.8867188,,,,,,,,,,,,,,,,,Queensland
3315,Environmental,01/01/1996,01/01/1996,04/01/2012,4/01/2012,-28.61345863,148.8867188,,,,,,,,,,,,,,,,,New South Wales
3315,Environmental,01/01/1996,01/01/1996,04/01/2012,4/01/2012,-28.61345863,148.8867188,,,,,,,,,,,,,,,,,Australian Capital Territory
3315,Environmental,01/01/1996,01/01/1996,04/01/2012,4/01/2012,-28.61345863,148.8867188,,,,,,,,,,,,,,,,,Victoria
3315,Environmental,01/01/1996,01/01/1996,04/01/2012,4/01/2012,-28.61345863,148.8867188,,,,,,,,,,,,,,,,,South Australia
3315,Environmental,01/01/1996,01/01/1996,04/01/2012,4/01/2012,-28.61345863,148.8867188,,,,,,,,,,,,,,,,,Western Australia
3315,Environmental,01/01/1996,01/01/1996,04/01/2012,4/01/2012,-28.61345863,148.8867188,,,,,,,,,,,,,,,,,Outside Australia
3315,Environmental,01/01/1996,01/01/1996,04/01/2012,4/01/2012,-28.61345863,148.8867188,,,,,,,,,,,,,,,,,Northern Territory
3413,Bushfire ,01/03/2013,01/03/2013,1/14/2013 13:49,1/14/2013,-42.87797546,147.8100586,1000,,,1,87100000,,203,,212,,,,,,,7845400,Tasmania
3415,Epidemic ,12/25/2012 13:34,12/25/2012,02/12/2013,2/12/2013,-33.84030151,151.2078094,,,26,3,,,,,,,,,,,,,Queensland
3415,Epidemic ,12/25/2012 13:34,12/25/2012,02/12/2013,2/12/2013,-33.84030151,151.2078094,,,26,3,,,,,,,,,,,,,New South Wales
3415,Epidemic ,12/25/2012 13:34,12/25/2012,02/12/2013,2/12/2013,-33.84030151,151.2078094,,,26,3,,,,,,,,,,,,,Australian Capital Territory
3415,Epidemic ,12/25/2012 13:34,12/25/2012,02/12/2013,2/12/2013,-33.84030151,151.2078094,,,26,3,,,,,,,,,,,,,Victoria
3415,Epidemic ,12/25/2012 13:34,12/25/2012,02/12/2013,2/12/2013,-33.84030151,151.2078094,,,26,3,,,,,,,,,,,,,South Australia
3415,Epidemic ,12/25/2012 13:34,12/25/2012,02/12/2013,2/12/2013,-33.84030151,151.2078094,,,26,3,,,,,,,,,,,,,Western Australia
3415,Epidemic ,12/25/2012 13:34,12/25/2012,02/12/2013,2/12/2013,-33.84030151,151.2078094,,,26,3,,,,,,,,,,,,,Northern Territory
3415,Epidemic ,12/25/2012 13:34,12/25/2012,02/12/2013,2/12/2013,-33.84030151,151.2078094,,,26,3,,,,,,,,,,,,,Tasmania
3437,Bushfire ,01/07/2013,01/07/2013,1/20/2013 14:41,1/20/2013,-31.28676605,149.2005157,,,1,,35000000,,51,,,,,,,,12000,1015600,New South Wales
3487,Extreme Weather,1/21/2013 9:49,1/21/2013,1/29/2013 9:49,1/29/2013,-24.86587906,152.3446655,9000,,,6,1098000000,,,,,,,,,,,153600000,Queensland
3487,Extreme Weather,1/21/2013 9:49,1/21/2013,1/29/2013 9:49,1/29/2013,-24.86587906,152.3446655,9000,,,6,1098000000,,,,,,,,,,,153600000,New South Wales
3495,Other ,8/21/1991 11:36,8/21/1991,8/22/1991 11:36,8/22/1991,-37.81663132,144.916626,,,,,21300000,,,,,,,,,,,,Victoria
3532,Epidemic ,3/24/2013 10:45,3/24/2013,3/29/2013 10:45,3/29/2013,-42.89960861,147.8031921,,,180,,,,,,,,,,,,,,Tasmania
3533,Other ,3/29/2013 11:41,3/29/2013,3/29/2013 11:41,3/29/2013,-37.80727386,144.9635773,,,,3,,,,,,,,,,,,,Victoria
3575,Other ,3/21/2013 11:31,3/21/2013,3/21/2013 11:31,3/21/2013,-35.88181686,145.5750275,,,24,,,,,33,24,,,,,,,,New South Wales
3575,Other ,3/21/2013 11:31,3/21/2013,3/21/2013 11:31,3/21/2013,-35.88181686,145.5750275,,,24,,,,,33,24,,,,,,,,Victoria
3751,Epidemic ,05/12/2013,05/12/2013,5/19/2013 11:39,5/19/2013,-35.25020981,149.140564,,,140,,,,,,,,,,,,,,Australian Capital Territory
4160,Transport ,8/13/1940 0:00,8/13/1940,8/13/1940 0:00,8/13/1940,-35.34761429,149.2296906,,,,10,,,,,,,,,,,,,Australian Capital Territory
4162,Transport ,12/19/1943 0:00,12/19/1943,12/19/1943 0:00,12/19/1943,-22.90400887,150.5044556,,,,31,,,,,,,,,,,,,Queensland
4163,Other ,1/26/2013 0:00,1/26/2013,1/26/2013 0:00,1/26/2013,-24.8135376,152.4643097,0,,20,,,,,,,,,,,,,,Queensland
4165,Extreme Weather,11/10/1976,11/10/1976,11/10/1976,11/10/1976,-33.86086655,151.0230408,,,10,,40000000,,,,,,,,,,,,New South Wales
4166,Extreme Weather,11/08/2005,11/08/2005,11/08/2005,11/08/2005,-34.64535522,138.5066986,,,,,,,,,,,,,,,,,South Australia
4212,Environmental,12/27/2012 0:00,12/27/2012,1/19/2013 0:00,1/19/2013,-25.24469566,133.59375,,,240,,,,,,,,,,,,,,Queensland
4212,Environmental,12/27/2012 0:00,12/27/2012,1/19/2013 0:00,1/19/2013,-25.24469566,133.59375,,,240,,,,,,,,,,,,,,New South Wales
4212,Environmental,12/27/2012 0:00,12/27/2012,1/19/2013 0:00,1/19/2013,-25.24469566,133.59375,,,240,,,,,,,,,,,,,,Victoria
4212,Environmental,12/27/2012 0:00,12/27/2012,1/19/2013 0:00,1/19/2013,-25.24469566,133.59375,,,240,,,,,,,,,,,,,,South Australia
4212,Environmental,12/27/2012 0:00,12/27/2012,1/19/2013 0:00,1/19/2013,-25.24469566,133.59375,,,240,,,,,,,,,,,,,,Western Australia
4364,Transport ,10/16/2013 0:00,10/16/2013,10/16/2013 0:00,10/16/2013,15.11235714,105.7991104,,,,49,,,,,,,,,,,,,Outside Australia
4413,Extreme Weather,01/03/1893 11:13:49,01/03/1893,01/03/1893 11:13:49,01/03/1893,-32.7322731,151.5576782,,,,8,,,,,,,,,,,,,New South Wales
4415,Industrial ,3/17/1900 11:28,3/17/1900,3/17/1900 11:28,3/17/1900,-33.85673141,151.1811676,,,,5,,,,,,,,,,,,,New South Wales
4417,Industrial ,4/20/1945 11:57,4/20/1945,4/20/1945 11:57,4/20/1945,-33.85723114,151.1811829,,,2,3,,,,,,,,,,,,,New South Wales
4470,Environmental,10/22/2013 0:00,10/22/2013,11/09/2013,11/09/2013,-33.9127388,151.2414856,,,228,,,,,,,,,,,,,,New South Wales
4534,Shipwreck ,21/10/1861 00:00:00,21/10/1861,21/10/1861 00:00:00,21/10/1861,-38.0618782,140.6661987,,,,6,,,,,,,,,,,,,South Australia
